% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
1.446	0	0	145	7	11	26	7708	0
1.447	0	0	145	8	12	28	9422	0
1.448	0	0	145	9	13	28	9422	0
1.449	0	0	145	10	14	24	6882	0
1.464	0	0	147	5	2	28	9422	0
1.465	0	0	147	6	3	28	9422	0
1.466	0	0	147	7	4	28	9422	0
1.467	0	0	147	8	1	24	6882	0
1.468	0	0	147	9	5	24	6882	0
1.469	0	0	147	10	6	26	7708	0
1.47	0	0	148	1	7	24	6882	0
1.471	0	0	148	2	8	28	9422	0
1.472	0	0	148	3	9	28	9422	0
1.473	0	0	148	4	10	24	6882	0
1.474	0	0	148	5	11	26	7708	0
1.475	0	0	148	6	12	28	9422	0
1.476	0	0	148	7	13	28	9422	0
1.477	0	0	148	8	14	24	6882	0
1.492	0	0	150	3	2	28	9422	0
1.493	0	0	150	4	3	28	9422	0
1.494	0	0	150	5	4	28	9422	0
1.495	0	0	150	6	1	24	6882	0
1.496	0	0	150	7	5	24	6882	0
1.497	0	0	150	8	6	26	7708	0
1.498	0	0	150	9	7	24	6882	0
1.499	0	0	150	10	8	28	9422	0
1.5	0	0	151	1	9	28	9422	0
1.501	0	0	151	2	10	24	6882	0
1.502	0	0	151	3	11	26	7708	0
1.503	0	0	151	4	12	28	9422	0
1.504	0	0	151	5	13	28	9422	0
1.505	0	0	151	6	14	24	6882	0
1.52	0	0	153	1	2	28	9422	0
1.521	0	0	153	2	3	28	9422	0
1.522	0	0	153	3	4	28	9422	0
1.523	0	0	153	4	1	24	6882	0
1.524	0	0	153	5	5	24	6882	0
1.525	0	0	153	6	6	26	7708	0
1.526	0	0	153	7	7	24	6882	0
1.527	0	0	153	8	8	28	9422	0
1.528	0	0	153	9	9	28	9422	0
1.529	0	0	153	10	10	24	6882	0
1.53	0	0	154	1	11	26	7708	0
1.531	0	0	154	2	12	28	9422	0
1.532	0	0	154	3	13	28	9422	0
1.533	0	0	154	4	14	24	6882	0
1.548	0	0	155	9	2	28	9422	0
1.549	0	0	155	10	3	28	9422	0
1.55	0	0	156	1	4	28	9422	0
1.551	0	0	156	2	1	24	6882	0
1.552	0	0	156	3	5	24	6882	0
1.553	0	0	156	4	6	26	7708	0
1.554	0	0	156	5	7	24	6882	0
1.555	0	0	156	6	8	28	9422	0
1.556	0	0	156	7	9	28	9422	0
1.557	0	0	156	8	10	24	6882	0
1.558	0	0	156	9	11	26	7708	0
1.559	0	0	156	10	12	28	9422	0
1.56	0	0	157	1	13	28	9422	0
1.561	0	0	157	2	14	24	6882	0
1.576	0	0	158	7	2	28	9422	0
1.577	0	0	158	8	3	28	9422	0
1.578	0	0	158	9	4	28	9422	0
1.579	0	0	158	10	1	24	6882	0
1.58	0	0	159	1	5	24	6882	0
1.581	0	0	159	2	6	26	7708	0
1.582	0	0	159	3	7	24	6882	0
1.583	0	0	159	4	8	28	9422	0
1.584	0	0	159	5	9	28	9422	0
1.585	0	0	159	6	10	24	6882	0
1.586	0	0	159	7	11	26	7708	0
1.587	0	0	159	8	12	28	9422	0
1.588	0	0	159	9	13	28	9422	0
1.589	0	0	159	10	14	24	6882	0
1.604	0	0	161	5	2	28	9422	0
1.605	0	0	161	6	3	28	9422	0
1.606	0	0	161	7	4	28	9422	0
1.607	0	0	161	8	1	24	6882	0
1.608	0	0	161	9	5	24	6882	0
1.609	0	0	161	10	6	26	7708	0
1.61	0	0	162	1	7	24	6882	0
1.611	0	0	162	2	8	28	9422	0
1.612	0	0	162	3	9	28	9422	0
1.613	0	0	162	4	10	24	6882	0
1.614	0	0	162	5	11	26	7708	0
1.615	0	0	162	6	12	28	9422	0
1.616	0	0	162	7	13	28	9422	0
1.617	0	0	162	8	14	24	6882	0
1.632	0	0	164	3	2	28	9422	0
1.633	0	0	164	4	3	28	9422	0
1.634	0	0	164	5	4	28	9422	0
1.635	0	0	164	6	1	24	6882	0
1.636	0	0	164	7	5	24	6882	0
1.637	0	0	164	8	6	26	7708	0
1.638	0	0	164	9	7	24	6882	0
1.639	0	0	164	10	8	28	9422	0
1.64	0	0	165	1	9	28	9422	0
1.641	0	0	165	2	10	24	6882	0
1.642	0	0	165	3	11	26	7708	0
1.643	0	0	165	4	12	28	9422	0
1.644	0	0	165	5	13	28	9422	0
1.645	0	0	165	6	14	24	6882	0
1.66	0	0	167	1	2	28	9422	0
1.661	0	0	167	2	3	28	9422	0
1.662	0	0	167	3	4	28	9422	0
1.663	0	0	167	4	1	24	6882	0
1.664	0	0	167	5	5	24	6882	0
1.665	0	0	167	6	6	26	7708	0
1.666	0	0	167	7	7	24	6882	0
1.667	0	0	167	8	8	28	9422	0
1.668	0	0	167	9	9	28	9422	0
1.669	0	0	167	10	10	24	6882	0
1.67	0	0	168	1	11	26	7708	0
1.671	0	0	168	2	12	28	9422	0
1.672	0	0	168	3	13	28	9422	0
1.673	0	0	168	4	14	24	6882	0
1.688	0	0	169	9	2	28	9422	0
1.689	0	0	169	10	3	28	9422	0
1.69	0	0	170	1	4	28	9422	0
1.691	0	0	170	2	1	24	6882	0
1.692	0	0	170	3	5	24	6882	0
1.693	0	0	170	4	6	26	7708	0
1.694	0	0	170	5	7	24	6882	0
1.695	0	0	170	6	8	28	9422	0
1.696	0	0	170	7	9	28	9422	0
1.697	0	0	170	8	10	24	6882	0
1.698	0	0	170	9	11	26	7708	0
1.699	0	0	170	10	12	28	9422	0
1.7	0	0	171	1	13	28	9422	0
1.701	0	0	171	2	14	24	6882	0
1.716	0	0	172	7	2	28	9422	0
1.717	0	0	172	8	3	28	9422	0
1.718	0	0	172	9	4	28	9422	0
1.719	0	0	172	10	1	24	6882	0
1.72	0	0	173	1	5	24	6882	0
1.721	0	0	173	2	6	26	7708	0
1.722	0	0	173	3	7	24	6882	0
1.723	0	0	173	4	8	28	9422	0
1.724	0	0	173	5	9	28	9422	0
1.725	0	0	173	6	10	24	6882	0
1.726	0	0	173	7	11	26	7708	0
1.727	0	0	173	8	12	28	9422	0
1.728	0	0	173	9	13	28	9422	0
1.729	0	0	173	10	14	24	6882	0
1.744	0	0	175	5	2	28	9422	0
1.745	0	0	175	6	3	28	9422	0
1.746	0	0	175	7	4	28	9422	0
1.747	0	0	175	8	1	24	6882	0
1.748	0	0	175	9	5	24	6882	0
1.749	0	0	175	10	6	26	7708	0
1.75	0	0	176	1	7	24	6882	0
1.751	0	0	176	2	8	28	9422	0
1.752	0	0	176	3	9	28	9422	0
1.753	0	0	176	4	10	24	6882	0
1.754	0	0	176	5	11	26	7708	0
1.755	0	0	176	6	12	28	9422	0
1.756	0	0	176	7	13	28	9422	0
1.757	0	0	176	8	14	24	6882	0
1.772	0	0	178	3	2	28	9422	0
1.773	0	0	178	4	3	28	9422	0
1.774	0	0	178	5	4	28	9422	0
1.775	0	0	178	6	1	24	6882	0
1.776	0	0	178	7	5	24	6882	0
1.777	0	0	178	8	6	26	7708	0
1.778	0	0	178	9	7	24	6882	0
1.779	0	0	178	10	8	28	9422	0
1.78	0	0	179	1	9	28	9422	0
1.781	0	0	179	2	10	24	6882	0
1.782	0	0	179	3	11	26	7708	0
1.783	0	0	179	4	12	28	9422	0
1.784	0	0	179	5	13	28	9422	0
1.785	0	0	179	6	14	24	6882	0
1.8	0	0	181	1	2	28	9422	0
1.801	0	0	181	2	3	28	9422	0
1.802	0	0	181	3	4	28	9422	0
1.803	0	0	181	4	1	24	6882	0
1.804	0	0	181	5	5	24	6882	0
1.805	0	0	181	6	6	26	7708	0
1.806	0	0	181	7	7	24	6882	0
1.807	0	0	181	8	8	28	9422	0
1.808	0	0	181	9	9	28	9422	0
1.809	0	0	181	10	10	24	6882	0
1.81	0	0	182	1	11	26	7708	0
1.811	0	0	182	2	12	28	9422	0
1.812	0	0	182	3	13	28	9422	0
1.813	0	0	182	4	14	24	6882	0
1.828	0	0	183	9	2	28	9422	0
1.829	0	0	183	10	3	28	9422	0
1.83	0	0	184	1	4	28	9422	0
1.831	0	0	184	2	1	24	6882	0
1.832	0	0	184	3	5	24	6882	0
1.833	0	0	184	4	6	26	7708	0
1.834	0	0	184	5	7	24	6882	0
1.835	0	0	184	6	8	28	9422	0
1.836	0	0	184	7	9	28	9422	0
1.837	0	0	184	8	10	24	6882	0
1.838	0	0	184	9	11	26	7708	0
1.839	0	0	184	10	12	28	9422	0
1.84	0	0	185	1	13	28	9422	0
1.841	0	0	185	2	14	24	6882	0
1.856	0	0	186	7	2	28	9422	0
1.857	0	0	186	8	3	28	9422	0
1.858	0	0	186	9	4	28	9422	0
1.859	0	0	186	10	1	24	6882	0
1.86	0	0	187	1	5	24	6882	0
1.861	0	0	187	2	6	26	7708	0
1.862	0	0	187	3	7	24	6882	0
1.863	0	0	187	4	8	28	9422	0
1.864	0	0	187	5	9	28	9422	0
1.865	0	0	187	6	10	24	6882	0
1.866	0	0	187	7	11	26	7708	0
1.867	0	0	187	8	12	28	9422	0
1.868	0	0	187	9	13	28	9422	0
1.869	0	0	187	10	14	24	6882	0
1.884	0	0	189	5	2	28	9422	0
1.885	0	0	189	6	3	28	9422	0
1.886	0	0	189	7	4	28	9422	0
1.887	0	0	189	8	1	24	6882	0
1.888	0	0	189	9	5	24	6882	0
1.889	0	0	189	10	6	26	7708	0
1.89	0	0	190	1	7	24	6882	0
1.891	0	0	190	2	8	28	9422	0
1.892	0	0	190	3	9	28	9422	0
1.893	0	0	190	4	10	24	6882	0
1.894	0	0	190	5	11	26	7708	0
1.895	0	0	190	6	12	28	9422	0
1.896	0	0	190	7	13	28	9422	0
1.897	0	0	190	8	14	24	6882	0
1.912	0	0	192	3	2	28	9422	0
1.913	0	0	192	4	3	28	9422	0
1.914	0	0	192	5	4	28	9422	0
1.915	0	0	192	6	1	24	6882	0
1.916	0	0	192	7	5	24	6882	0
1.917	0	0	192	8	6	26	7708	0
1.918	0	0	192	9	7	24	6882	0
1.919	0	0	192	10	8	28	9422	0
1.92	0	0	193	1	9	28	9422	0
1.921	0	0	193	2	10	24	6882	0
1.922	0	0	193	3	11	26	7708	0
1.923	0	0	193	4	12	28	9422	0
1.924	0	0	193	5	13	28	9422	0
1.925	0	0	193	6	14	24	6882	0
1.94	0	0	195	1	2	28	9422	0
1.941	0	0	195	2	3	28	9422	0
1.942	0	0	195	3	4	28	9422	0
1.943	0	0	195	4	1	24	6882	0
1.944	0	0	195	5	5	24	6882	0
1.945	0	0	195	6	6	26	7708	0
1.946	0	0	195	7	7	24	6882	0
1.947	0	0	195	8	8	28	9422	0
1.948	0	0	195	9	9	28	9422	0
1.949	0	0	195	10	10	24	6882	0
1.95	0	0	196	1	11	26	7708	0
1.951	0	0	196	2	12	28	9422	0
1.952	0	0	196	3	13	28	9422	0
1.953	0	0	196	4	14	24	6882	0
1.968	0	0	197	9	2	28	9422	0
1.969	0	0	197	10	3	28	9422	0
1.97	0	0	198	1	4	28	9422	0
1.971	0	0	198	2	1	24	6882	0
1.972	0	0	198	3	5	24	6882	0
1.973	0	0	198	4	6	26	7708	0
1.974	0	0	198	5	7	24	6882	0
1.975	0	0	198	6	8	28	9422	0
1.976	0	0	198	7	9	28	9422	0
1.977	0	0	198	8	10	24	6882	0
1.978	0	0	198	9	11	26	7708	0
1.979	0	0	198	10	12	28	9422	0
1.98	0	0	199	1	13	28	9422	0
1.981	0	0	199	2	14	24	6882	0
1.996	0	0	200	7	2	28	9422	0
1.997	0	0	200	8	3	28	9422	0
1.998	0	0	200	9	4	28	9422	0
1.999	0	0	200	10	1	24	6882	0
2	0	0	201	1	5	24	6882	0
2.001	0	0	201	2	6	26	7708	0
2.002	0	0	201	3	7	24	6882	0
2.003	0	0	201	4	8	28	9422	0
2.004	0	0	201	5	9	28	9422	0
2.005	0	0	201	6	10	24	6882	0
2.006	0	0	201	7	11	26	7708	0
2.007	0	0	201	8	12	28	9422	0
2.008	0	0	201	9	13	28	9422	0
2.009	0	0	201	10	14	24	6882	0
2.024	0	0	203	5	2	28	9422	0
2.025	0	0	203	6	3	28	9422	0
2.026	0	0	203	7	4	28	9422	0
2.027	0	0	203	8	1	24	6882	0
2.028	0	0	203	9	5	24	6882	0
2.029	0	0	203	10	6	26	7708	0
2.03	0	0	204	1	7	24	6882	0
2.031	0	0	204	2	8	28	9422	0
2.032	0	0	204	3	9	28	9422	0
2.033	0	0	204	4	10	24	6882	0
2.034	0	0	204	5	11	26	7708	0
2.035	0	0	204	6	12	28	9422	0
2.036	0	0	204	7	13	28	9422	0
2.037	0	0	204	8	14	24	6882	0
2.052	0	0	206	3	2	28	9422	0
2.053	0	0	206	4	3	28	9422	0
2.054	0	0	206	5	4	28	9422	0
2.055	0	0	206	6	1	24	6882	0
2.056	0	0	206	7	5	24	6882	0
2.057	0	0	206	8	6	26	7708	0
2.058	0	0	206	9	7	24	6882	0
2.059	0	0	206	10	8	28	9422	0
2.06	0	0	207	1	9	28	9422	0
2.061	0	0	207	2	10	24	6882	0
2.062	0	0	207	3	11	26	7708	0
2.063	0	0	207	4	12	28	9422	0
2.064	0	0	207	5	13	28	9422	0
2.065	0	0	207	6	14	24	6882	0
2.08	0	0	209	1	2	28	9422	0
2.081	0	0	209	2	3	28	9422	0
2.082	0	0	209	3	4	28	9422	0
2.083	0	0	209	4	1	24	6882	0
2.084	0	0	209	5	5	24	6882	0
2.085	0	0	209	6	6	26	7708	0
2.086	0	0	209	7	7	24	6882	0
2.087	0	0	209	8	8	28	9422	0
2.088	0	0	209	9	9	28	9422	0
2.089	0	0	209	10	10	24	6882	0
2.09	0	0	210	1	11	26	7708	0
2.091	0	0	210	2	12	28	9422	0
2.092	0	0	210	3	13	28	9422	0
2.093	0	0	210	4	14	24	6882	0
2.108	0	0	211	9	2	28	9422	0
2.109	0	0	211	10	3	28	9422	0
2.11	0	0	212	1	4	28	9422	0
2.111	0	0	212	2	1	24	6882	0
2.112	0	0	212	3	5	24	6882	0
2.113	0	0	212	4	6	26	7708	0
2.114	0	0	212	5	7	24	6882	0
2.115	0	0	212	6	8	28	9422	0
2.116	0	0	212	7	9	28	9422	0
2.117	0	0	212	8	10	24	6882	0
2.118	0	0	212	9	11	26	7708	0
2.119	0	0	212	10	12	28	9422	0
2.12	0	0	213	1	13	28	9422	0
2.121	0	0	213	2	14	24	6882	0
2.136	0	0	214	7	2	28	9422	0
2.137	0	0	214	8	3	28	9422	0
2.138	0	0	214	9	4	28	9422	0
2.139	0	0	214	10	1	24	6882	0
2.14	0	0	215	1	5	24	6882	0
2.141	0	0	215	2	6	26	7708	0
2.142	0	0	215	3	7	24	6882	0
2.143	0	0	215	4	8	28	9422	0
2.144	0	0	215	5	9	28	9422	0
2.145	0	0	215	6	10	24	6882	0
2.146	0	0	215	7	11	26	7708	0
2.147	0	0	215	8	12	28	9422	0
2.148	0	0	215	9	13	28	9422	0
2.149	0	0	215	10	14	24	6882	0
2.164	0	0	217	5	2	28	9422	0
2.165	0	0	217	6	3	28	9422	0
2.166	0	0	217	7	4	28	9422	0
2.167	0	0	217	8	1	24	6882	0
2.168	0	0	217	9	5	24	6882	0
2.169	0	0	217	10	6	26	7708	0
2.17	0	0	218	1	7	24	6882	0
2.171	0	0	218	2	8	28	9422	0
2.172	0	0	218	3	9	28	9422	0
2.173	0	0	218	4	10	24	6882	0
2.174	0	0	218	5	11	26	7708	0
2.175	0	0	218	6	12	28	9422	0
2.176	0	0	218	7	13	28	9422	0
2.177	0	0	218	8	14	24	6882	0
2.192	0	0	220	3	2	28	9422	0
2.193	0	0	220	4	3	28	9422	0
2.194	0	0	220	5	4	28	9422	0
2.195	0	0	220	6	1	24	6882	0
2.196	0	0	220	7	5	24	6882	0
2.197	0	0	220	8	6	26	7708	0
2.198	0	0	220	9	7	24	6882	0
2.199	0	0	220	10	8	28	9422	0
2.2	0	0	221	1	9	28	9422	0
2.201	0	0	221	2	10	24	6882	0
2.202	0	0	221	3	11	26	7708	0
2.203	0	0	221	4	12	28	9422	0
2.204	0	0	221	5	13	28	9422	0
2.205	0	0	221	6	14	24	6882	0
2.22	0	0	223	1	2	28	9422	0
2.221	0	0	223	2	3	28	9422	0
2.222	0	0	223	3	4	28	9422	0
2.223	0	0	223	4	1	24	6882	0
2.224	0	0	223	5	5	24	6882	0
2.225	0	0	223	6	6	26	7708	0
2.226	0	0	223	7	7	24	6882	0
2.227	0	0	223	8	8	28	9422	0
2.228	0	0	223	9	9	28	9422	0
2.229	0	0	223	10	10	24	6882	0
2.23	0	0	224	1	11	26	7708	0
2.231	0	0	224	2	12	28	9422	0
2.232	0	0	224	3	13	28	9422	0
2.233	0	0	224	4	14	24	6882	0
2.248	0	0	225	9	2	28	9422	0
2.249	0	0	225	10	3	28	9422	0
2.25	0	0	226	1	4	28	9422	0
2.251	0	0	226	2	1	24	6882	0
2.252	0	0	226	3	5	24	6882	0
2.253	0	0	226	4	6	26	7708	0
2.254	0	0	226	5	7	24	6882	0
2.255	0	0	226	6	8	28	9422	0
2.256	0	0	226	7	9	28	9422	0
2.257	0	0	226	8	10	24	6882	0
2.258	0	0	226	9	11	26	7708	0
2.259	0	0	226	10	12	28	9422	0
2.26	0	0	227	1	13	28	9422	0
2.261	0	0	227	2	14	24	6882	0
2.276	0	0	228	7	2	28	9422	0
2.277	0	0	228	8	3	28	9422	0
2.278	0	0	228	9	4	28	9422	0
2.279	0	0	228	10	1	24	6882	0
2.28	0	0	229	1	5	24	6882	0
2.281	0	0	229	2	6	26	7708	0
2.282	0	0	229	3	7	24	6882	0
2.283	0	0	229	4	8	28	9422	0
2.284	0	0	229	5	9	28	9422	0
2.285	0	0	229	6	10	24	6882	0
2.286	0	0	229	7	11	26	7708	0
2.287	0	0	229	8	12	28	9422	0
2.288	0	0	229	9	13	28	9422	0
2.289	0	0	229	10	14	24	6882	0
2.304	0	0	231	5	2	28	9422	0
2.305	0	0	231	6	3	28	9422	0
2.306	0	0	231	7	4	28	9422	0
2.307	0	0	231	8	1	24	6882	0
2.308	0	0	231	9	5	24	6882	0
2.309	0	0	231	10	6	26	7708	0
2.31	0	0	232	1	7	24	6882	0
2.311	0	0	232	2	8	28	9422	0
2.312	0	0	232	3	9	28	9422	0
2.313	0	0	232	4	10	24	6882	0
2.314	0	0	232	5	11	26	7708	0
2.315	0	0	232	6	12	28	9422	0
2.316	0	0	232	7	13	28	9422	0
2.317	0	0	232	8	14	24	6882	0
2.332	0	0	234	3	2	28	9422	0
2.333	0	0	234	4	3	28	9422	0
2.334	0	0	234	5	4	28	9422	0
2.335	0	0	234	6	1	24	6882	0
2.336	0	0	234	7	5	24	6882	0
2.337	0	0	234	8	6	26	7708	0
2.338	0	0	234	9	7	24	6882	0
2.339	0	0	234	10	8	28	9422	0
2.34	0	0	235	1	9	28	9422	0
2.341	0	0	235	2	10	24	6882	0
2.342	0	0	235	3	11	26	7708	0
2.343	0	0	235	4	12	28	9422	0
2.344	0	0	235	5	13	28	9422	0
2.345	0	0	235	6	14	24	6882	0
2.36	0	0	237	1	2	28	9422	0
2.361	0	0	237	2	3	28	9422	0
2.362	0	0	237	3	4	28	9422	0
2.363	0	0	237	4	1	24	6882	0
2.364	0	0	237	5	5	24	6882	0
2.365	0	0	237	6	6	26	7708	0
2.366	0	0	237	7	7	24	6882	0
2.367	0	0	237	8	8	28	9422	0
2.368	0	0	237	9	9	28	9422	0
2.369	0	0	237	10	10	24	6882	0
2.37	0	0	238	1	11	26	7708	0
2.371	0	0	238	2	12	28	9422	0
2.372	0	0	238	3	13	28	9422	0
2.373	0	0	238	4	14	24	6882	0
2.388	0	0	239	9	2	28	9422	0
2.389	0	0	239	10	3	28	9422	0
2.39	0	0	240	1	4	28	9422	0
2.391	0	0	240	2	1	24	6882	0
2.392	0	0	240	3	5	24	6882	0
2.393	0	0	240	4	6	26	7708	0
2.394	0	0	240	5	7	24	6882	0
2.395	0	0	240	6	8	28	9422	0
2.396	0	0	240	7	9	28	9422	0
2.397	0	0	240	8	10	24	6882	0
2.398	0	0	240	9	11	26	7708	0
2.399	0	0	240	10	12	28	9422	0
2.4	0	0	241	1	13	28	9422	0
2.401	0	0	241	2	14	24	6882	0
2.416	0	0	242	7	2	28	9422	0
2.417	0	0	242	8	3	28	9422	0
2.418	0	0	242	9	4	28	9422	0
2.419	0	0	242	10	1	24	6882	0
2.42	0	0	243	1	5	24	6882	0
2.421	0	0	243	2	6	26	7708	0
2.422	0	0	243	3	7	24	6882	0
2.423	0	0	243	4	8	28	9422	0
2.424	0	0	243	5	9	28	9422	0
2.425	0	0	243	6	10	24	6882	0
2.426	0	0	243	7	11	26	7708	0
2.427	0	0	243	8	12	28	9422	0
2.428	0	0	243	9	13	28	9422	0
2.429	0	0	243	10	14	24	6882	0
2.444	0	0	245	5	2	28	9422	0
2.445	0	0	245	6	3	28	9422	0
2.446	0	0	245	7	4	28	9422	0
2.447	0	0	245	8	1	24	6882	0
2.448	0	0	245	9	5	24	6882	0
2.449	0	0	245	10	6	26	7708	0
2.45	0	0	246	1	7	24	6882	0
2.451	0	0	246	2	8	28	9422	0
2.452	0	0	246	3	9	28	9422	0
2.453	0	0	246	4	10	24	6882	0
2.454	0	0	246	5	11	26	7708	0
2.455	0	0	246	6	12	28	9422	0
2.456	0	0	246	7	13	28	9422	0
2.457	0	0	246	8	14	24	6882	0
2.472	0	0	248	3	2	28	9422	0
2.473	0	0	248	4	3	28	9422	0
2.474	0	0	248	5	4	28	9422	0
2.475	0	0	248	6	1	24	6882	0
2.476	0	0	248	7	5	24	6882	0
2.477	0	0	248	8	6	26	7708	0
2.478	0	0	248	9	7	24	6882	0
2.479	0	0	248	10	8	28	9422	0
2.48	0	0	249	1	9	28	9422	0
2.481	0	0	249	2	10	24	6882	0
2.482	0	0	249	3	11	26	7708	0
2.483	0	0	249	4	12	28	9422	0
2.484	0	0	249	5	13	28	9422	0
2.485	0	0	249	6	14	24	6882	0
2.5	0	0	251	1	2	28	9422	0
2.501	0	0	251	2	3	28	9422	0
2.502	0	0	251	3	4	28	9422	0
2.503	0	0	251	4	1	24	6882	0
2.504	0	0	251	5	5	24	6882	0
2.505	0	0	251	6	6	26	7708	0
2.506	0	0	251	7	7	24	6882	0
2.507	0	0	251	8	8	28	9422	0
2.508	0	0	251	9	9	28	9422	0
2.509	0	0	251	10	10	24	6882	0
2.51	0	0	252	1	11	26	7708	0
2.511	0	0	252	2	12	28	9422	0
2.512	0	0	252	3	13	28	9422	0
2.513	0	0	252	4	14	24	6882	0
2.528	0	0	253	9	2	28	9422	0
2.529	0	0	253	10	3	28	9422	0
2.53	0	0	254	1	4	28	9422	0
2.531	0	0	254	2	1	24	6882	0
2.532	0	0	254	3	5	24	6882	0
2.533	0	0	254	4	6	26	7708	0
2.534	0	0	254	5	7	24	6882	0
2.535	0	0	254	6	8	28	9422	0
2.536	0	0	254	7	9	28	9422	0
2.537	0	0	254	8	10	24	6882	0
2.538	0	0	254	9	11	26	7708	0
2.539	0	0	254	10	12	28	9422	0
2.54	0	0	255	1	13	28	9422	0
2.541	0	0	255	2	14	24	6882	0
2.556	0	0	256	7	2	28	9422	0
2.557	0	0	256	8	3	28	9422	0
2.558	0	0	256	9	4	28	9422	0
2.559	0	0	256	10	1	24	6882	0
2.56	0	0	257	1	5	24	6882	0
2.561	0	0	257	2	6	26	7708	0
2.562	0	0	257	3	7	24	6882	0
2.563	0	0	257	4	8	28	9422	0
2.564	0	0	257	5	9	28	9422	0
2.565	0	0	257	6	10	24	6882	0
2.566	0	0	257	7	11	26	7708	0
2.567	0	0	257	8	12	28	9422	0
2.568	0	0	257	9	13	28	9422	0
2.569	0	0	257	10	14	24	6882	0
2.584	0	0	259	5	2	28	9422	0
2.585	0	0	259	6	3	28	9422	0
2.586	0	0	259	7	4	28	9422	0
2.587	0	0	259	8	1	24	6882	0
2.588	0	0	259	9	5	24	6882	0
2.589	0	0	259	10	6	26	7708	0
2.59	0	0	260	1	7	24	6882	0
2.591	0	0	260	2	8	28	9422	0
2.592	0	0	260	3	9	28	9422	0
2.593	0	0	260	4	10	24	6882	0
2.594	0	0	260	5	11	26	7708	0
2.595	0	0	260	6	12	28	9422	0
2.596	0	0	260	7	13	28	9422	0
2.597	0	0	260	8	14	24	6882	0
2.612	0	0	262	3	2	28	9422	0
2.613	0	0	262	4	3	28	9422	0
2.614	0	0	262	5	4	28	9422	0
2.615	0	0	262	6	1	24	6882	0
2.616	0	0	262	7	5	24	6882	0
2.617	0	0	262	8	6	26	7708	0
2.618	0	0	262	9	7	24	6882	0
2.619	0	0	262	10	8	28	9422	0
2.62	0	0	263	1	9	28	9422	0
2.621	0	0	263	2	10	24	6882	0
2.622	0	0	263	3	11	26	7708	0
2.623	0	0	263	4	12	28	9422	0
2.624	0	0	263	5	13	28	9422	0
2.625	0	0	263	6	14	24	6882	0
2.64	0	0	265	1	2	28	9422	0
2.641	0	0	265	2	3	28	9422	0
2.642	0	0	265	3	4	28	9422	0
2.643	0	0	265	4	1	24	6882	0
2.644	0	0	265	5	5	24	6882	0
2.645	0	0	265	6	6	26	7708	0
2.646	0	0	265	7	7	24	6882	0
2.647	0	0	265	8	8	28	9422	0
2.648	0	0	265	9	9	28	9422	0
2.649	0	0	265	10	10	24	6882	0
2.65	0	0	266	1	11	26	7708	0
2.651	0	0	266	2	12	28	9422	0
2.652	0	0	266	3	13	28	9422	0
2.653	0	0	266	4	14	24	6882	0
2.668	0	0	267	9	2	28	9422	0
2.669	0	0	267	10	3	28	9422	0
2.67	0	0	268	1	4	28	9422	0
2.671	0	0	268	2	1	24	6882	0
2.672	0	0	268	3	5	24	6882	0
2.673	0	0	268	4	6	26	7708	0
2.674	0	0	268	5	7	24	6882	0
2.675	0	0	268	6	8	28	9422	0
2.676	0	0	268	7	9	28	9422	0
2.677	0	0	268	8	10	24	6882	0
2.678	0	0	268	9	11	26	7708	0
2.679	0	0	268	10	12	28	9422	0
2.68	0	0	269	1	13	28	9422	0
2.681	0	0	269	2	14	24	6882	0
2.696	0	0	270	7	2	28	9422	0
2.697	0	0	270	8	3	28	9422	0
2.698	0	0	270	9	4	28	9422	0
2.699	0	0	270	10	1	24	6882	0
2.7	0	0	271	1	5	24	6882	0
2.701	0	0	271	2	6	26	7708	0
2.702	0	0	271	3	7	24	6882	0
2.703	0	0	271	4	8	28	9422	0
2.704	0	0	271	5	9	28	9422	0
2.705	0	0	271	6	10	24	6882	0
2.706	0	0	271	7	11	26	7708	0
2.707	0	0	271	8	12	28	9422	0
2.708	0	0	271	9	13	28	9422	0
2.709	0	0	271	10	14	24	6882	0
2.724	0	0	273	5	2	28	9422	0
2.725	0	0	273	6	3	28	9422	0
2.726	0	0	273	7	4	28	9422	0
2.727	0	0	273	8	1	24	6882	0
2.728	0	0	273	9	5	24	6882	0
2.729	0	0	273	10	6	26	7708	0
2.73	0	0	274	1	7	24	6882	0
2.731	0	0	274	2	8	28	9422	0
2.732	0	0	274	3	9	28	9422	0
2.733	0	0	274	4	10	24	6882	0
2.734	0	0	274	5	11	26	7708	0
2.735	0	0	274	6	12	28	9422	0
2.736	0	0	274	7	13	28	9422	0
2.737	0	0	274	8	14	24	6882	0
2.752	0	0	276	3	2	28	9422	0
2.753	0	0	276	4	3	28	9422	0
2.754	0	0	276	5	4	28	9422	0
2.755	0	0	276	6	1	24	6882	0
2.756	0	0	276	7	5	24	6882	0
2.757	0	0	276	8	6	26	7708	0
2.758	0	0	276	9	7	24	6882	0
2.759	0	0	276	10	8	28	9422	0
2.76	0	0	277	1	9	28	9422	0
2.761	0	0	277	2	10	24	6882	0
2.762	0	0	277	3	11	26	7708	0
2.763	0	0	277	4	12	28	9422	0
2.764	0	0	277	5	13	28	9422	0
2.765	0	0	277	6	14	24	6882	0
2.78	0	0	279	1	2	28	9422	0
2.781	0	0	279	2	3	28	9422	0
2.782	0	0	279	3	4	28	9422	0
